battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
-0.4966495246184864,1.0282884075882253,-1.230115468030925,0.9894316716436314,-0.9924464873466722,0.6787619242101881,1.1554341340418297,0.6950391287814588,-0.11962122261225086,-0.6625918496870451,-0.6314691884670138,0.6258021578936591,1.7225596042305076,0.45655455013113144,1.1052183957013602,-0.6450109534508057,-0.7120373068015958,0.0,0.9881183900504562,-1.0106812109004075
-1.539913460842023,1.0282884075882253,-1.230115468030925,0.9894316716436314,-0.5178872208141787,0.6787619242101881,0.4965402628984784,1.3900782575629178,0.13655606468217923,0.21619575544610325,-0.6314691884670138,1.4485342964463686,1.0882767830643452,0.4307289304542744,-0.3192222580652193,-0.8714413720747949,-0.3438559560571484,0.0,0.9881183900504562,-1.0106812109004075
-1.4214642803100932,1.0282884075882253,1.2281566854385186,-1.0106812109004075,-0.9924464873466722,-1.4732706186541134,-1.2056022375551791,1.0425586931721884,-0.26194193777582314,0.6555895580126775,-0.13624651992093362,1.34052197658051,1.2515113326291665,0.5838379613956413,0.8678116200735969,0.4871411396691399,0.024325394687299048,0.0,-1.0120244801323222,-1.0106812109004075
1.325645560488128,1.0282884075882253,-0.3697202143166197,-1.0106812109004075,2.092188745114535,0.6787619242101881,0.6612637306843162,0.3475195643907294,0.022699492551321414,-1.1019856522536193,0.6891245943225334,1.3221369008586619,-0.08701197380236712,-0.6687045929319264,-1.0314425849485092,-0.8714413720747949,0.7606880961761939,0.0,0.9881183900504562,-1.0106812109004075
1.4122045770306924,-0.9724898118276238,-1.230115468030925,0.9894316716436314,-0.28060758754793197,-1.4732706186541134,-0.5467083664118279,0.6950391287814588,0.6773747823037539,-1.5413794548201936,-0.4663949656183204,0.8533174699515312,0.9436976105926466,-0.9859907775333132,1.1052183957013602,-1.097871790698784,-0.15976528068492468,0.0,-1.0120244801323222,-1.0106812109004075
1.325645560488128,-0.9724898118276238,0.24484782405074118,-1.0106812109004075,-0.043327954281685226,0.6787619242101881,-1.2056022375551791,1.0425586931721884,-0.0342287935141075,1.5343771631458258,0.02882770292775977,-0.5784203018874018,-0.5394048683105858,0.9998149069050176,0.15559129319030715,0.4871411396691399,1.312960122292865,0.0,-1.0120244801323222,0.9894316716436315
1.628602118387103,-0.9724898118276238,-1.230115468030925,0.9894316716436314,-0.9924464873466722,-1.4732706186541134,-0.43689272122126926,1.0425586931721884,1.3320500720561863,-0.22319804712047095,-1.6219145255591743,-0.2773646869421366,-0.23392306841070618,-1.3244908640121182,0.8678116200735969,-0.6450109534508057,-1.0802186575460433,0.0,0.9881183900504562,0.9894316716436315
0.4691668704880193,1.0282884075882253,-1.230115468030925,-1.0106812109004075,-0.9924464873466722,-1.4732706186541134,1.1554341340418297,0.6950391287814588,0.9620162126308984,1.0949833605792516,0.6891245943225334,-0.5669296295612467,-0.9638146971791208,-0.9564757836169051,1.1052183957013602,-1.097871790698784,1.6811414730373124,0.0,-1.0120244801323222,-1.0106812109004075
-1.6629183790867197,1.0282884075882253,-1.1072018603574527,0.9894316716436314,-0.5178872208141787,0.6787619242101881,-1.2605100601504584,-1.3900782575629178,-1.3435793730189725,0.21619575544610325,0.8541988171712267,1.1589693538272585,-0.0590289081626835,-1.496969109711128,1.5800319469568866,0.9400019769171182,0.20841607005952276,0.0,-1.0120244801323222,-1.0106812109004075
0.6400070347167645,1.0282884075882253,0.8594158624181024,-1.0106812109004075,0.1939516789845615,0.6787619242101881,0.05727768213624421,0.0,1.0474086417290418,1.5343771631458258,1.349421485717307,-1.1069912288905392,-0.5697198560869097,1.5587551041969956,0.3929980688180704,0.713571558293129,0.39250674543174646,0.0,0.9881183900504562,0.9894316716436315
